province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Quezon,463303,83.96952883992223,176.9196323626209,0.2031569,158.0361774762703,0.1375328028218395,0.21327865344453506,0.10510077668332883,0.2059395565160699,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5313310545778706,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.21522922795516716,1.2018342573076888,12.975868601277604,6011758.850577718,0.00013012276959060412,60.28626951963567,0.0,0.9199066163832001,790.1808873813518,12.975868601277602,15.59484340333863,15.59484340333863,12.975868601277604,0.00013012276959060412,0.10061561649016713,4.999999999999999,0.0,0.0,2887.484492357129,3.267108581266258,0.7915614449766604,1.0192579746656585,1.1918985379682812,1.1549186856611082,17.589811978525635,8149412.659086863,0.11130243884294663,0.7376922855752567,0.08210695050015353
Quirino,42119,109.44218974516426,210.81016756073586,0.1546661,195.1319777671149,0.0,0.07706782755231006,0.04428545028793288,0.13840235739817902,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5608624019369125,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1508081087351962,1.2018342573076888,16.321048130247657,687426.2261979011,0.00011667314369432177,4.914156139261139,0.0,0.9651423259608001,975.6598888355745,16.321048130247654,19.61519475809924,19.61519475809924,16.321048130247657,0.00011667314369432177,0.09902685981504522,4.999999999999999,0.0,0.0,3565.26314900348,3.5692712085019616,0.2605921889172868,0.7157425447529548,1.1918985379682812,1.1800621602883599,21.638977753384506,911412.103994802,0.11089406257753447,0.75424302923436,0.08364107368258428
Rizal,611020,90.17599935007959,391.2924351543395,0.050362800000000006,376.1273683212168,0.031976082929841096,0.21973228642285092,0.13544420555907752,0.17799817177109614,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.2397485717472927,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.19944760019442817,1.2018342573076888,32.95524083742459,20136311.25648317,8.771996844719371e-05,53.598655120604306,0.0,1.0624439540384003,1880.636841606084,32.9552408374246,39.6067373962422,39.6067373962422,32.95524083742459,8.771996844719371e-05,0.10586938373470584,5.000000000000001,0.0,0.0,6872.236221618859,4.364125716399795,0.8411054331902925,0.9855195698116077,1.1918985379682816,1.1522641861692566,43.5385603342115,26602931.135409914,0.11575483200953647,0.7569207751577672,0.08761723717291547
Romblon,64792,76.34886070865744,173.0215083998227,0.30360729999999997,143.67098685045673,0.07747445478114992,0.05305851063829787,0.17167186687160196,0.2169361290100102,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5314146048716634,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.22881143507756327,1.2018342573076888,12.075860443289457,782419.1498416107,0.00014564180520236438,9.436423842671594,0.0,0.8261992508344,718.3549342522838,12.075860443289459,14.513182767212085,14.513182767212085,12.075860443289457,0.00014564180520236438,0.10264723551864334,4.999999999999999,0.0,0.0,2625.017595066988,2.7871163296836805,0.24188547806583993,1.098587768061819,1.1918985379682812,1.1800009940364724,17.065255081954337,1105692.0072699855,0.11878010624175014,0.7076284758297625,0.08405218553874691
Samar (Western),151139,65.43542740009431,171.80541380763916,0.43494629999999995,125.54018178862722,0.021707714072744418,0.054401536263787735,0.15684066490398307,0.14851054811049766,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5212309434939989,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.16835778679119,1.2018342573076888,10.505871253917064,1587846.8754457713,0.0001711400652661779,25.865938324264864,0.0,0.7036767752263999,627.7009089431359,10.505871253917064,12.626315975821612,12.626315975821612,10.505871253917064,0.0001711400652661779,0.10709961938265052,4.999999999999999,0.0,0.0,2293.749025515286,2.4530919004043357,0.16072591707574213,0.8310361854645998,1.1918985379682812,1.1849367738012795,16.379436344116247,2475571.6296133855,0.1304716634208353,0.6414061530078805,0.08368532771129697
Sarangani,115139,71.29740240081536,193.14573074633591,0.4601569999999999,137.07636951984622,0.1975765354271262,0.2251234776453175,0.13026098315484627,0.12993644095372925,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.52012905397595,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.14773714640166682,1.2018342573076888,11.099052121284648,1277933.762192593,0.00016241406674644368,18.70019323111878,0.0,0.6801584190960003,685.3818475992309,11.09905212128465,13.339221063003464,13.339221063003464,11.099052121284648,0.00016241406674644368,0.10821942955480622,5.0,0.0,0.0,2504.5271125758723,2.426995892445739,0.849790237420085,0.7184447485064432,1.1918985379682814,1.1520088633391063,17.735385946779644,2042034.6025262615,0.129383248249888,0.6258139605526878,0.08096984301643402
Siquijor,22141,76.92299022372626,281.7251427297586,0.2402308,232.52535779151242,0.07219402143260012,0.06640114136250147,0.15036479290034468,0.2354228717555721,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3308154902085869,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2493689047950039,1.2018342573076888,20.4890076292914,453647.11792014085,0.00012843584823533032,2.843698115778448,0.0,0.8853214131424002,1162.626788957562,20.4890076292914,24.62439126712099,24.62439126712099,20.4890076292914,0.00012843584823533032,0.10799866420959592,4.999999999999999,0.0,0.0,4248.478895306109,3.062837245170713,0.27117107830418125,1.1634786484428283,1.1918985379682814,1.1789015994675283,30.98595421099786,686060.0121857036,0.1332583874090007,0.6612353290711063,0.08811515364987554
Sorsogon,160822,81.24648487799061,163.16146081377042,0.3129167,137.52889686336678,0.030919640728082023,0.0547068725225796,0.2330400444183005,0.1836202007258212,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5907593729825955,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2114954117132278,1.2018342573076888,11.34995177719352,1825321.9447118165,0.0001428041137268587,22.96604317778087,0.0,0.8175147722376003,687.644484316834,11.34995177719352,13.640760864621452,13.640760864621452,11.34995177719352,0.0001428041137268587,0.1007913499301891,4.999999999999999,0.0,0.0,2512.7952554001913,2.753769737614567,0.18905380178924136,1.077173952866698,1.1918985379682814,1.1832521526461093,15.671291222894736,2520288.397048377,0.11394907965024954,0.7242512193642333,0.08252775988212538
South Cotabato,333099,74.96092004801079,246.61487653921589,0.25762260000000003,202.39293796766478,0.0986785373016058,0.2463230685241725,0.11090064747596427,0.17856751193317602,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.3703731997802557,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.19251926835875938,1.2018342573076888,17.12301564378997,5703659.387930795,0.00013272130918144057,44.20933536702866,0.0,0.8690970898928003,1011.9646898383237,17.12301564378997,20.57902678912226,20.57902678912226,17.12301564378997,0.00013272130918144057,0.10712156813469337,4.999999999999999,0.0,0.0,3697.928405234814,2.979130618196109,0.8331460020593349,0.8925847008785881,1.1918985379682816,1.1540525774518315,26.002002756862836,8661241.116308253,0.12847287567423443,0.6585267990278405,0.08460283157965531
Southern Leyte,93675,75.36102561931641,220.19960456421458,0.3404328,170.89180158598185,0.013358419567262464,0.09554098891316663,0.1642090401381924,0.2713237255809559,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4409867818111773,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.27463053358311995,1.2018342573076888,14.663627080394512,1373615.2667559562,0.00014741993407707966,13.809562324670434,0.0,0.7918457729984001,854.4590079299089,14.663627080394509,17.623249361602852,17.623249361602852,14.663627080394512,0.00014741993407707966,0.10710620303601351,4.999999999999999,0.0,0.0,3122.370047355687,2.6579664079908376,0.27025338687818523,1.2534764437726231,1.1918985379682812,1.1803931456944867,22.408416050553207,2099108.3735355716,0.13112633749886896,0.654380347424534,0.08580649828901657
Sultan Kudarat,183454,66.53105722578468,167.62618316130153,0.4037797000000001,126.8060235395963,0.07030712116098549,0.1146380932354474,0.11708966004143055,0.2552542805787495,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5246679563688846,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.24422000470847416,1.2018342573076888,10.664976761250822,1956532.6467585084,0.00016690726454170163,30.619805309233328,0.0,0.7327512237016,634.0301176979814,10.664976761250824,12.817534425061645,12.817534425061645,10.664976761250822,0.00016690726454170163,0.10578284019767857,4.999999999999999,0.0,0.0,2316.8772641507107,2.5022993975077816,0.38695258652205106,1.0706061801080446,1.1918985379682812,1.1743326090378172,16.21653999125915,2974989.1275564563,0.12788461887376662,0.6576604360115865,0.08410465420769692
Sulu,127630,106.98192532860097,151.7095059854359,0.40177290000000004,133.7391761949554,0.07824018097429697,0.11873952221290865,0.024538187625607527,0.026018455477053948,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.7999295970886673,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.04173491686563011,1.2018342573076888,10.480587093292437,1337637.3307169136,0.00013431732684716094,17.142920425503156,0.0,0.7346233112312004,668.6958809747769,10.480587093292437,12.595928605415665,12.595928605415665,10.480587093292437,0.00013431732684716094,0.09498537248670844,4.999999999999999,0.0,0.0,2443.5531373285467,2.5121670900144544,0.4098719377415282,0.20058095097112782,1.1918985379682814,1.173159632966949,14.134913383837997,1804038.9951792436,0.10569014843663409,0.7414680803970151,0.07836587147818666
Surigao del Norte,128923,89.81637897753325,215.71438342594547,0.3383435,173.11761195785408,0.043122420907840436,0.08884903050338798,0.1635431014020816,0.19658252339752966,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5188171091419587,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2096962591353046,1.2018342573076888,14.514086597757053,1871199.5864426326,0.00013652266374468343,17.600911377955818,0.0,0.7937948224680003,865.5880597892706,14.514086597757052,17.44352648671482,17.44352648671482,14.514086597757053,0.00013652266374468343,0.10399473121664454,5.0,0.0,0.0,3163.0379060342725,2.666206545474649,0.2935109174787873,1.0063987308548636,1.1918985379682816,1.1786678055112654,21.158734625234445,2727847.5440891003,0.12222173345589814,0.6859619374613823,0.08383945708129655
Surigao del Sur,120055,88.1427644253415,228.64958700601727,0.2829407,188.89448827026501,0.15935586434291096,0.13138024765931744,0.18177868490073254,0.25367653009024826,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4666243320939532,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2639093060797415,1.2018342573076888,15.905165944800789,1909494.6975030592,0.00012921967666421546,15.513468281922384,0.0,0.8454785433096002,944.4724413513254,15.90516594480079,19.1153733006252,19.1153733006252,15.905165944800789,0.00012921967666421546,0.1044132092362734,5.0,0.0,0.0,3451.297761577561,2.868541478895818,0.5571827529068201,1.2512163715501354,1.1918985379682814,1.1649441242156202,22.826050191650012,2740381.4557585423,0.12084021297112243,0.6967988684533363,0.08420132366193828
Tarlac,296663,82.28988392990492,283.9269578305503,0.1354197,256.6213257740471,0.06929855130183701,0.1604435277926149,0.11796836395247362,0.2665484257506163,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.32066658404828163,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.28147472871035967,1.2018342573076888,22.336760478719892,6626490.37389848,0.00011131635213773906,33.02344297423807,0.0,0.9830967536216001,1283.1066288702357,22.336760478719892,26.845083940602056,26.845083940602056,22.336760478719892,0.00011131635213773906,0.1054847645914325,5.0,0.0,0.0,4688.737163944313,3.6960608673760036,0.5924028096789069,1.3304484671418113,1.1918985379682814,1.164263631065376,31.136597332106348,9237076.374334665,0.12133285196851434,0.7173796237422337,0.08704171569274496
Tawi-tawi,66077,112.30657541899441,189.7559147521278,0.2194188,172.76207365485888,0.1840126905303814,0.07140502917854165,0.01954465473391977,0.061197528663162325,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.6500649884728669,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.07478359779513172,1.2018342573076888,14.070934925170643,929765.1670505006,0.00012111057938292411,8.002623753885477,0.0,0.9047363452064,863.8103682742945,14.070934925170645,16.91093162541728,16.91093162541728,14.070934925170643,0.00012111057938292411,0.09743212471914453,5.000000000000001,0.0,0.0,3156.541853340948,3.17868893683897,0.3844530684126748,0.35076415976592323,1.1918985379682814,1.1723513528853329,18.71232733989832,1236454.4536384612,0.1083127039634954,0.7519607085521999,0.08144689761759467
Zambales,184359,94.39390879259192,202.15369302893657,0.1206655,189.15080478416593,0.0,0.08363918994775249,0.17292504032699346,0.21377864525443505,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4990404820127615,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2323835904900811,1.2018342573076888,15.998336971856912,2949437.405794568,0.00011836822978744313,21.822248475383226,0.0,0.996860533684,945.7540239208298,15.998336971856912,19.227349432729785,19.227349432729785,15.998336971856912,0.00011836822978744313,0.10018369100355656,4.999999999999999,0.0,0.0,3455.9809295131754,3.8064231859391393,0.29418730109244784,1.1439311763137143,1.1918985379682812,1.1783703969757022,20.951761886875143,3862645.8697024146,0.11076750062355031,0.7635795527954516,0.08457979859040046
Zamboanga del Norte,217100,60.664953686454524,194.5781438347069,0.47967479999999996,130.343361132982,0.10186483320209723,0.1989412462487717,0.16685468377789256,0.18450004958846727,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4654241931398522,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1985838862645539,1.2018342573076888,10.7945770467668,2343502.6768530724,0.00018089196823003833,39.27164630274133,0.0,0.6619508099744003,651.71680566491,10.7945770467668,12.973292487951603,12.973292487951603,10.7945770467668,0.00018089196823003833,0.11212092345144882,4.999999999999998,0.0,0.0,2381.508082285164,2.4137498467680905,0.6095045489435629,0.9463751423592051,1.1918985379682812,1.1651353192440927,18.315796163547418,3976359.3471061443,0.14051959382005533,0.5893588763698109,0.08281646992173003
Zamboanga del Sur,402612,79.30394035512279,213.1819281789613,0.2586444,178.55513634505724,0.13756446083374144,0.16656839030012266,0.19758337633131384,0.18955584886241808,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.44414258798956174,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.21052325773285033,1.2018342573076888,14.983584164499474,6032570.787637462,0.0001322755122356123,53.255708532204345,0.0,0.8681438812832004,892.7756817252862,14.983584164499474,18.007784746148474,18.007784746148474,14.983584164499474,0.0001322755122356123,0.10456398390963488,5.0,0.0,0.0,3262.3871031332737,2.975974515485532,0.6362667454625928,1.0449750075687911,1.1918985379682814,1.161933727573284,21.473907939871964,8645653.023487732,0.12026485700402202,0.697757679061225,0.08391572749575651
Zamboanga Sibugay,129797,76.49250749585984,198.948210812357,0.3701923,153.61605235350527,0.10940904732851042,0.16874046529366896,0.185231116927162,0.16149885542836645,0.0353108,0.22188520000000006,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4979460565737836,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.18462284668869666,1.2018342573076888,12.683274630377957,1646250.9971991675,0.00014731525791063845,19.12107853102714,0.0,0.7640839687144002,768.0802617675263,12.683274630377959,15.243193945629745,15.243193945629745,12.683274630377957,0.00014731525791063845,0.10578055487840982,4.999999999999999,0.0,0.0,2806.724232585732,2.575584408335058,0.5871057248595424,0.9278301763554748,1.1918985379682812,1.1649904639264512,19.084279344944328,2477082.206135739,0.12423362697165975,0.6645927991898692,0.08256477390260539
