country,gdp_pc_pp,gdp_pc_pp_A,pop,share1,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax,macro_multiplier,dK,dKtot,delta_W,delta_W_tot,average_aid_cost_pc,axfin,c,dc,dc_npv_post,dc_npv_pre,dk,dw,fa,gamma_SP,help_fee,help_needed,help_received,k,n,shew,social,v,v_shew,dWpc_currency,dWtot_currency,risk,resilience,risk_to_assets
Chile,22706.72054,22706.72054,17909754,0.048,0.89697,13792.92605,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.9,0.3473941118185529,1.0,0.166982124336,1.2714908755487702,217.82333021204505,3901162259.5584927,1.5223470158082454e-06,27.264860555759785,64.48904782996107,0.16560281999999998,113533.6027,217.823330212045,276.960376846262,276.96037684626197,217.82333021204505,1.5223470158082454e-06,0.02762203971182145,1.0,64.48904782996108,90.37935487640493,64.48904782996107,326814.988618171,3.3610027653328154,3.2000000000000006,0.18614685540000003,0.7738483999999999,0.6747958047999998,354.40896630253815,6347377401.872747,0.015608108871477667,0.6146100999772733,0.009592901353955055
China,14399.447659999994,14400.88606,1378665000,0.052000000000000005,0.5677800000000001,8123.180873,3.0,0.2,1.5,0.06,0.8,0.05,0.8,0.8166666666666667,0.2292163791392399,1.0,0.195861919520056,1.159852624116077,45.41349653916883,62609998206.17319,5.200292516557508e-07,716.9461282339757,5.399001529077572,0.44824216000000006,71997.2383,45.41349653916883,52.67296313124134,52.672963131241346,45.41349653916883,5.200292516557508e-07,0.0015293292243726548,1.0000000000000002,5.399001529077573,9.610071167059441,5.399001529077574,314101.6299549191,3.3979144770021974,3.2000000000000006,0.22259948206360694,2.8398231549999995,2.4763257911599994,61.14093575195398,84292868188.46764,0.004246061182040784,0.7427674434589837,0.0031538360089548635
Colombia,13124.324840000003,13124.32484,48653419,0.039,0.76708,5805.605335,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,1.0,0.2797792564799715,1.0,0.10501325128700002,1.2076175548331232,176.19367438740503,8572424665.119985,2.8264557212187392e-06,137.51673448940255,43.24844224095268,0.145318898,65621.6242,176.19367438740503,212.77457424078156,212.77457424078153,176.19367438740503,2.8264557212187392e-06,0.016575751585242604,0.9999999999999998,43.24844224095266,60.112952533001334,43.24844224095268,234547.85399609368,3.375846721203925,3.2000000000000006,0.10893280159999999,1.41792,1.23642624,289.1362846759778,14067468806.443626,0.022030564482429994,0.6093793263784152,0.01342497054403943
Comoros,1411.152339,1411.152339,795601,0.045,0.28412,775.0800847,3.0,0.2,1.5,0.06,0.8,0.05,0.26666666666666666,0.16666666666666666,0.197958724460889,1.0,0.04162310617999998,1.1303246425491325,3.4734569416630956,2763485.8162441007,1.698774680161814e-06,1.3515468343114194,0.04266933674404831,0.125104594,5644.609356,3.473456941663096,3.9261339759951417,3.9261339759951417,3.4734569416630956,1.698774680161814e-06,0.001180611356128759,1.0,0.04266933674404831,0.9600600767410871,0.04266933674404831,28514.07217020745,2.7178321304869932,1.8000000000000003,0.04138180279999999,1.9758310806870103,1.7980062834251793,6.12729436458396,4874881.523757364,0.0043420502487534485,0.5668826622301409,0.0024614330045504007
"Congo, Dem. Rep.",743.8943424,742.3079048999998,78736153,0.055,0.43015,444.50531680000006,3.0,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.2370560018580905,1.0,0.083440882175,1.1672584335895029,6.2583434748593065,492757889.363074,8.432688859142603e-06,663.9574802148474,0.273236491013937,0.05676833400000001,3719.4717119999996,6.258343474859306,7.305104201329361,7.305104201329361,6.2583434748593065,8.432688859142603e-06,0.003973531477175836,0.9999999999999998,0.273236491013937,1.8215766067595798,0.273236491013937,15690.265940731579,3.3937580805727587,1.6000000000000003,0.079148822,3.0999999999999988,2.9016,11.641419748753464,916600606.4750743,0.015649291956160282,0.5375928031054319,0.008412946729327494
"Congo, Rep.",5301.395941,5301.397271,5125821,0.042,0.65798,1528.24483,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.075,0.3727534239023239,1.0,0.15384201525799995,1.29544690511866,30.32832450456466,155457562.64031217,2.50889850737528e-06,12.860164655972866,0.0,0.116462276,26506.979704999994,30.328324504564666,39.28873411687271,39.28873411687271,30.32832450456466,2.50889850737528e-06,0.006888588275187134,1.0,0.0,10.062057561060055,0.0,71111.29772464777,3.3872568020991727,0.0,0.15756214879999997,1.8343680960785824,1.8343680960785824,65.89342109885234,337757881.6303404,0.012429447230916109,0.4602633161065739,0.005720818599873121
Costa Rica,15401.492499999997,15401.4925,4857274,0.042,0.77675,11824.6381,3.0,0.2,1.5,0.06,0.8,0.05,0.9333333333333332,0.725,0.4818967549173638,1.0,0.19611013340200006,1.3985506824023444,59.26916557111483,287886576.9302712,8.141630091006067e-07,3.9546128158661396,12.5649009220363,0.26912722000000006,77007.46249999997,59.269165571114826,82.89093195490018,82.89093195490018,59.26916557111483,8.141630091006067e-07,0.005697515905835079,0.9999999999999998,12.5649009220363,18.56881909660537,12.564900922036298,159800.74925635327,3.3921441845624134,3.9999999999999996,0.20864231120000004,1.9841686693238025,1.6667016822319938,105.88114999723749,514293756.9716817,0.006874733081695655,0.5597707011367105,0.0038482741572685147
Cote d'Ivoire,3424.7642100000003,3448.144013,23695919,0.057,0.54869,1526.197175,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.1875,0.5759764393620561,1.0,0.10944238212883546,1.4874243748368206,7.144406243831271,169293271.65692002,9.295872189624021e-07,22.027423443968345,0.0,0.10841568399999998,17123.82105,7.144406243831271,10.626763990811005,10.626763990811005,7.144406243831271,9.295872189624021e-07,0.0017740187332729047,0.9999999999999998,0.0,1.6500753897116038,0.0,29730.07206504161,3.3964331480545313,0.0,0.11073971036073096,3.393739601658168,3.393739601658168,12.676725671241332,300386664.6909552,0.0037014885971496797,0.563584511419949,0.0020861016425511147
Croatia,21527.967669999995,21408.55151,4170600,0.073,0.5928399999999999,12090.66656,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.5708333333333333,0.23052247153165525,1.0,0.3197515696700001,1.1610864425994154,121.31762556917161,505967289.1987871,7.380233634047125e-07,3.078000239415694,13.305600071275137,0.28301458,107639.83834999998,121.3176255691716,140.8602502967173,140.8602502967173,121.31762556917161,7.380233634047125e-07,0.0031068450677268072,0.9999999999999998,13.305600071275137,34.96362062524853,13.305600071275137,466938.59229779657,3.3951458471051295,3.2000000000000006,0.35458065800000005,2.4647497964000005,2.1492618224608,158.61425647435854,661516618.0519598,0.0073678230525863,0.7648595294382238,0.005635349672985255
Cyprus,31331.392999999985,31195.50622,1170125,0.079,0.6684,23324.20174,3.0,0.2,1.5,0.06,0.8,0.05,0.0,0.2125,0.20174778291418224,1.0,0.3706353399699999,1.13390402972057,57.063423773387306,66771338.74283482,2.516404944026203e-07,0.294450833512866,0.0,0.24233095999999996,156656.9649999999,57.0634237733873,64.70444616629644,64.70444616629644,57.063423773387306,2.516404944026203e-07,0.0029896409347119233,1.0,0.0,54.19431487870078,0.0,776499.065997852,3.3941363250162024,0.0,0.38700596600000003,0.8649007619047621,0.8649007619047621,94.95500936933124,111109230.33828871,0.0030306666980728014,0.6009522209769564,0.001821285883247749
Czech Republic,31338.875210000013,31071.74837,10561633,0.097,0.7298,18266.54969,3.0,0.2,1.5,0.06,0.8,0.05,0.6666666666666667,0.9,0.23979983157078166,1.0,0.4869977619340001,1.1698504307822832,51.450789777664156,543404359.1918404,1.6818969054279712e-07,1.776357785896594,20.219286770229303,0.40017238000000005,156694.37605000008,51.45078977766417,60.189728585489114,60.189728585489114,51.450789777664156,1.6818969054279712e-07,0.001031347584965285,1.0,20.219286770229303,33.88219505970914,20.219286770229303,653438.2239703475,3.3983963189926936,3.9999999999999996,0.4812709024000001,2.354,1.97736,63.49195537771166,670578731.1517669,0.0020259806694482713,0.81035131886528,0.0016417561074829694
Denmark,45991.22478000002,45686.48453,5731118,0.094,0.8784700000000001,53417.66428000001,3.0,0.2,1.5,0.06,0.8,0.05,0.7333333333333333,0.9166666666666669,0.2301060640275852,1.0,0.45219752521800005,1.1606930774147577,2.2754477896544767,13040859.785348983,4.008071614861831e-09,0.02297073137722371,0.36406053172418007,0.6707697200000001,229956.12390000006,2.2754477896544767,2.6410964974706617,2.6410964974706617,2.2754477896544767,4.008071614861831e-09,5.4514806462369785e-05,0.9999999999999998,0.3640605317241801,0.5415776504987801,0.3640605317241802,999348.3868918503,3.399917163371355,3.2000000000000006,0.48524766240000006,1.3,1.1335999999999997,2.690126651440537,15417433.274350587,5.849217245917702e-05,0.8458515469656405,4.9475694559975916e-05
