province,pop,cp,cr,pov_head,gdp_pc_pp,shewp,shewr,social_p,social_r,axfin_p,axfin_r,urbanization_rate,pi,rho,shareable,T_rebuild_K,income_elast,max_increased_spending,share1,finance_pre,prepare_scaleup,rating,borrow_abi,avg_prod_k,protection,tau_tax
Sultan Kudarat,183454,66.53105722578468,167.62618316130153,0.4037797000000001,126.80602353959631,0.07030712116098549,0.1146380932354474,0.11708966004143057,0.2552542805787495,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5246679563688846,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.22598406841039798
Sulu,127630,106.98192532860097,151.7095059854359,0.4017729,133.73917619495543,0.07824018097429697,0.11873952221290864,0.024538187625607527,0.026018455477053948,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.7999295970886673,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.02554271214192162
Surigao del Norte,128923,89.81637897753325,215.71438342594547,0.3383435,173.1176119578541,0.04312242090784044,0.08884903050338797,0.16354310140208161,0.19658252339752963,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.5188171091419587,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1907828362369491
Surigao del Sur,120055,88.1427644253415,228.64958700601724,0.2829407,188.89448827026507,0.15935586434291096,0.13138024765931744,0.18177868490073257,0.25367653009024826,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.46662433209395315,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.24418407219346264
Tarlac,296663,82.28988392990492,283.9269578305503,0.1354197,256.621325774047,0.06929855130183701,0.1604435277926149,0.11796836395247362,0.2665484257506163,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.32066658404828163,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2600964000683908
Tawi-tawi,66077,112.30657541899441,189.7559147521278,0.21941880000000002,172.76207365485885,0.1840126905303814,0.07140502917854165,0.019544654733919767,0.06119752866316232,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.6500649884728669,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.055256309356810064
Zambales,184359,94.39390879259193,202.1536930289366,0.1206655,189.15080478416596,0.0,0.08363918994775249,0.17292504032699343,0.21377864525443505,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.49904048201276147,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.2113185649814476
Zamboanga del Norte,217100,60.66495368645452,194.57814383470694,0.4796748,130.343361132982,0.10186483320209722,0.1989412462487717,0.16685468377789256,0.18450004958846727,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.4654241931398522,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.1805606818499092
Zamboanga del Sur,402612,79.30394035512278,213.18192817896127,0.2586444,178.5551363450573,0.13756446083374146,0.16656839030012263,0.19758337633131384,0.18955584886241808,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.44414258798956174,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.19047801102569994
Zamboanga Sibugay,129797,76.49250749585984,198.948210812357,0.37019230000000003,153.61605235350527,0.10940904732851042,0.16874046529366896,0.18523111692716202,0.16149885542836645,0.0353108,0.22188520000000003,0.4437300000000001,0.2,0.06,0.8,3.0,1.5,0.05,0.49794605657378355,0.6666666666666666,0.7333333333333333,0.6,0.6333333333333333,0.27365718828027585,1,0.16587356074165355
