province,hazard,rp,fa
Lanao del Norte,surge,200,0.0037586111781606284
Lanao del Norte,surge,250,0.007895723423076534
Lanao del Norte,surge,500,0.1771889376546545
Lanao del Norte,surge,1000,0.21898724986409834
Lanao del Norte,wind,10,0.0
Lanao del Norte,wind,25,0.0016466166652467902
Lanao del Norte,wind,30,0.002419717041687675
Lanao del Norte,wind,50,0.006612534027420318
Lanao del Norte,wind,100,0.02544962157759103
Lanao del Norte,wind,200,0.08351633567478779
Lanao del Norte,wind,250,0.10855783944042553
Lanao del Norte,wind,500,0.2993596072975641
Lanao del Norte,wind,1000,0.7328676546023046
Lanao del Sur,earthquake,10,0.000559647570434291
Lanao del Sur,earthquake,25,0.009625877622216275
Lanao del Sur,earthquake,30,0.013723718006141129
Lanao del Sur,earthquake,50,0.03951905106667908
Lanao del Sur,earthquake,100,0.12182216240509026
Lanao del Sur,earthquake,200,0.32599216572642764
Lanao del Sur,earthquake,250,0.38893925673029434
Lanao del Sur,earthquake,500,0.663887371369223
Lanao del Sur,earthquake,1000,0.9116070007567072
Lanao del Sur,flood,10,0.0007369169099847582
Lanao del Sur,flood,25,0.0029730231181379486
Lanao del Sur,flood,30,0.004441755844071741
Lanao del Sur,flood,50,0.013359502943625841
Lanao del Sur,flood,100,0.03485120455714695
Lanao del Sur,flood,200,0.05433492498857258
Lanao del Sur,flood,250,0.06819614450004964
Lanao del Sur,flood,500,0.11122662241832844
Lanao del Sur,flood,1000,0.150383372904541
Lanao del Sur,surge,10,0.0
Lanao del Sur,surge,25,0.0
Lanao del Sur,surge,30,0.0
Lanao del Sur,surge,50,0.0
Lanao del Sur,surge,100,0.0
Lanao del Sur,surge,200,0.0
Lanao del Sur,surge,250,0.0
Lanao del Sur,surge,500,0.0
Lanao del Sur,surge,1000,0.0
Lanao del Sur,wind,10,0.0
Lanao del Sur,wind,25,0.0007964546201419153
Lanao del Sur,wind,30,0.001337172072682773
Lanao del Sur,wind,50,0.00441081432124694
Lanao del Sur,wind,100,0.017901231187887088
Lanao del Sur,wind,200,0.053684089311044625
Lanao del Sur,wind,250,0.08200055652283654
Lanao del Sur,wind,500,0.19701061588572844
Lanao del Sur,wind,1000,0.27690474622432104
Leyte,earthquake,10,0.005744707806300062
Leyte,earthquake,25,0.044047840230510504
Leyte,earthquake,30,0.06165335683811467
Leyte,earthquake,50,0.14500069225888598
Leyte,earthquake,100,0.34749211667624724
Leyte,earthquake,200,0.6434315968421428
Leyte,earthquake,250,0.8053694892285586
Leyte,earthquake,500,0.9904060671371047
Leyte,earthquake,1000,1.178837314449509
Leyte,flood,10,0.003072112829283612
Leyte,flood,25,0.009985164592481803
Leyte,flood,30,0.012436214321093816
Leyte,flood,50,0.02214629836696711
Leyte,flood,100,0.04422554516390275
Leyte,flood,200,0.07211672726923579
Leyte,flood,250,0.0821353959193974
Leyte,flood,500,0.10159214486222642
Leyte,flood,1000,0.13156348986003255
Leyte,surge,10,0.031195820604254958
Leyte,surge,25,0.09142795623964013
Leyte,surge,30,0.10193791542730897
Leyte,surge,50,0.13293989392662467
Leyte,surge,100,0.16951318432395485
Leyte,surge,200,0.2126757003716327
Leyte,surge,250,0.22950600600725332
Leyte,surge,500,0.2857213107956954
Leyte,surge,1000,0.34699145134307885
Leyte,wind,10,0.06263855389047354
Leyte,wind,25,0.1973232800821294
Leyte,wind,30,0.23634780024294882
Leyte,wind,50,0.35600973127987123
Leyte,wind,100,0.5915634113001275
Leyte,wind,200,0.9773424859218293
Leyte,wind,250,1.1754575016459634
Leyte,wind,500,1.7093379610228003
Leyte,wind,1000,2.290346920896369
Maguindanao,earthquake,10,0.007008261758859703
Maguindanao,earthquake,25,0.044818297041312766
Maguindanao,earthquake,30,0.0607741597848157
Maguindanao,earthquake,50,0.13581359384750707
Maguindanao,earthquake,100,0.32958238905589166
Maguindanao,earthquake,200,0.5267463082706602
Maguindanao,earthquake,250,0.5966045612447286
Maguindanao,earthquake,500,0.8067700689917091
Maguindanao,earthquake,1000,1.0637080102277607
Maguindanao,flood,10,0.0
Maguindanao,flood,25,0.001366636906427839
Maguindanao,flood,30,0.002702621942376361
Maguindanao,flood,50,0.006114121318330538
Maguindanao,flood,100,0.010875347960656616
Maguindanao,flood,200,0.014808439589936277
Maguindanao,flood,250,0.01616512210731295
Maguindanao,flood,500,0.022741167087614426
Maguindanao,flood,1000,0.03176734398614934
Maguindanao,surge,10,0.0
Maguindanao,surge,25,0.0
Maguindanao,surge,30,0.0
Maguindanao,surge,50,0.0
Maguindanao,surge,100,0.0
Maguindanao,surge,200,0.0
Maguindanao,surge,250,0.0
Maguindanao,surge,500,0.0
Maguindanao,surge,1000,0.0
Maguindanao,wind,10,0.0
Maguindanao,wind,25,0.0
Maguindanao,wind,30,0.0
Maguindanao,wind,50,7.316831841305139e-06
Maguindanao,wind,100,0.000566217424118401
Maguindanao,wind,200,0.0021680608601021343
Maguindanao,wind,250,0.00342281772436924
Maguindanao,wind,500,0.00987252765796515
Maguindanao,wind,1000,0.01759024142024977
Marinduque,earthquake,10,0.0001559943000101564
Marinduque,earthquake,25,0.008117748692425809
Marinduque,earthquake,30,0.013099132014194723
Marinduque,earthquake,50,0.034096180449198474
Marinduque,earthquake,100,0.11365458640050952
Marinduque,earthquake,200,0.2745904763602638
Marinduque,earthquake,250,0.32051476635987847
Marinduque,earthquake,500,0.8422617951764987
Marinduque,earthquake,1000,1.5729590894922052
Marinduque,flood,10,0.0009936694115547351
Marinduque,flood,25,0.013182649718524137
Marinduque,flood,30,0.017279399583759323
Marinduque,flood,50,0.04333209209677258
Marinduque,flood,100,0.10311898574354347
Marinduque,flood,200,0.18211474163734676
Marinduque,flood,250,0.1993740200204587
Marinduque,flood,500,0.2767232432226497
Marinduque,flood,1000,0.313897844512603
Marinduque,surge,10,0.0031366396986718553
Marinduque,surge,25,0.004922071949867385
Marinduque,surge,30,0.005339911896416263
Marinduque,surge,50,0.006396797919237766
Marinduque,surge,100,0.007883983194329121
Marinduque,surge,200,0.008950518058160106
Marinduque,surge,250,0.009169114267923753
Marinduque,surge,500,0.010380872346439541
Marinduque,surge,1000,0.012922882425966738
Marinduque,wind,10,0.03548700082485814
Marinduque,wind,25,0.14760957751989362
Marinduque,wind,30,0.18413906880961128
Marinduque,wind,50,0.31502344565984053
Marinduque,wind,100,0.5550967149280711
Marinduque,wind,200,0.9468411288367529
Marinduque,wind,250,1.0707569639214123
Marinduque,wind,500,1.8085001501183684
Marinduque,wind,1000,2.9002703958437475
Masbate,earthquake,10,0.0019495702122295183
Masbate,earthquake,25,0.012698681874135457
Masbate,earthquake,30,0.017292815028937304
Masbate,earthquake,50,0.03855089778882338
Masbate,earthquake,100,0.11193333703040484
Masbate,earthquake,200,0.31254048035809373
Masbate,earthquake,250,0.47440170371355744
Masbate,earthquake,500,0.7660181300496646
Masbate,earthquake,1000,0.8764135444937137
Masbate,flood,10,0.00034552029066256757
Masbate,flood,25,0.0061997561966024226
Masbate,flood,30,0.008403304415158628
Masbate,flood,50,0.016612979790608884
Masbate,flood,100,0.03086868992954937
Masbate,flood,200,0.04833265356283794
Masbate,flood,250,0.05247994144498199
Masbate,flood,500,0.07230851762230123
Masbate,flood,1000,0.08257380387033918
Masbate,surge,10,0.014996579919954693
Masbate,surge,25,0.02224919234708013
Masbate,surge,30,0.023662746005881613
Masbate,surge,50,0.02745456056255422
Masbate,surge,100,0.03288082259156889
Masbate,surge,200,0.03936844269366755
Masbate,surge,250,0.04063450856067378
Masbate,surge,500,0.044460124665707625
Masbate,surge,1000,0.049779774089103314
Masbate,wind,10,0.033585447206308794
Masbate,wind,25,0.1050943529471744
Masbate,wind,30,0.1240039336799813
Masbate,wind,50,0.1831682423644619
Masbate,wind,100,0.3067791484295043
Masbate,wind,200,0.4357581830828643
Masbate,wind,250,0.5115213600593143
Masbate,wind,500,0.7768613600669049
Masbate,wind,1000,1.1818646036134557
Misamis Occidental,earthquake,10,0.0005153486841493076
Misamis Occidental,earthquake,25,0.011383362245108436
Misamis Occidental,earthquake,30,0.01930403530312066
Misamis Occidental,earthquake,50,0.052243996249981536
Misamis Occidental,earthquake,100,0.13411196984762105
Misamis Occidental,earthquake,200,0.3447496899576424
Misamis Occidental,earthquake,250,0.40526886595046124
Misamis Occidental,earthquake,500,0.6383900956740277
Misamis Occidental,earthquake,1000,0.8527172804909977
Misamis Occidental,flood,10,1.0611848240656047e-07
Misamis Occidental,flood,25,4.391097587033427e-05
Misamis Occidental,flood,30,8.187762796949e-05
Misamis Occidental,flood,50,0.0002504713841028797
Misamis Occidental,flood,100,0.0011130145781150591
Misamis Occidental,flood,200,0.0035198432202516953
Misamis Occidental,flood,250,0.006971487424456334
Misamis Occidental,flood,500,0.01704541737119992
Misamis Occidental,flood,1000,0.038594589660039945
Misamis Occidental,surge,10,0.0
Misamis Occidental,surge,25,0.0
Misamis Occidental,surge,30,0.0
Misamis Occidental,surge,50,0.0
Misamis Occidental,surge,100,0.0004138424072601135
Misamis Occidental,surge,200,0.002025482946839846
Misamis Occidental,surge,250,0.002446398698302537
Misamis Occidental,surge,500,0.003654323282797283
Misamis Occidental,surge,1000,0.004260863758690947
Misamis Occidental,wind,10,0.0
Misamis Occidental,wind,25,0.0006270983129937404
Misamis Occidental,wind,30,0.0009558738465671037
Misamis Occidental,wind,50,0.003619059947753763
Misamis Occidental,wind,100,0.011949282777984708
Misamis Occidental,wind,200,0.03414106390340756
Misamis Occidental,wind,250,0.05154344195664254
Misamis Occidental,wind,500,0.09224055051351938
Misamis Occidental,wind,1000,0.18780548476217182
Misamis Oriental,earthquake,10,0.0001363573131828323
Misamis Oriental,earthquake,25,0.0052458852669546785
Misamis Oriental,earthquake,30,0.007298016347254147
Misamis Oriental,earthquake,50,0.018309507577856116
Misamis Oriental,earthquake,100,0.053287205966795696
Misamis Oriental,earthquake,200,0.16419371157167645
Misamis Oriental,earthquake,250,0.20081527512199218
Misamis Oriental,earthquake,500,0.33053883921790306
Misamis Oriental,earthquake,1000,0.6997301317783471
Misamis Oriental,flood,10,0.002559761291179748
Misamis Oriental,flood,25,0.01359141972488753
Misamis Oriental,flood,30,0.015508704933188927
Misamis Oriental,flood,50,0.02201537117601493
Misamis Oriental,flood,100,0.03284258539203379
Misamis Oriental,flood,200,0.06361766966060374
Misamis Oriental,flood,250,0.08311727287274988
Misamis Oriental,flood,500,0.3050801334937709
Misamis Oriental,flood,1000,0.48806601644149855
Misamis Oriental,surge,10,0.0
Misamis Oriental,surge,25,0.0
Misamis Oriental,surge,30,0.0
Misamis Oriental,surge,50,0.0
Misamis Oriental,surge,100,0.0
Misamis Oriental,surge,200,0.01795451799496184
Misamis Oriental,surge,250,0.02073325060902732
Misamis Oriental,surge,500,0.03231651745050022
Misamis Oriental,surge,1000,0.03559704019789774
Misamis Oriental,wind,10,0.0003299427469880942
Misamis Oriental,wind,25,0.005037957893008335
Misamis Oriental,wind,30,0.007278866741717436
Misamis Oriental,wind,50,0.019811831249014464
Misamis Oriental,wind,100,0.056452619275511304
Misamis Oriental,wind,200,0.1508934104726637
Misamis Oriental,wind,250,0.20501193329591924
Misamis Oriental,wind,500,0.41522027732206995
Misamis Oriental,wind,1000,0.9887313240094934
Mountain Province,earthquake,10,7.85294669096239e-05
Mountain Province,earthquake,25,0.0031800737121797547
Mountain Province,earthquake,30,0.005065966884683043
Mountain Province,earthquake,50,0.016845378904610783
Mountain Province,earthquake,100,0.05441447012372181
Mountain Province,earthquake,200,0.18309427150169114
Mountain Province,earthquake,250,0.2375110060841686
Mountain Province,earthquake,500,0.35094702825450724
Mountain Province,earthquake,1000,0.55529499791721
Mountain Province,flood,10,0.08888896154071967
Mountain Province,flood,25,0.253556264445619
Mountain Province,flood,30,0.2770077697105726
Mountain Province,flood,50,0.35789913660974376
Mountain Province,flood,100,0.4459303863814186
Mountain Province,flood,200,0.540086879421857
Mountain Province,flood,250,0.5675517646013487
Mountain Province,flood,500,0.6579774396059906
Mountain Province,flood,1000,0.7545738074245233
Mountain Province,wind,10,0.04500153572013468
Mountain Province,wind,25,0.1076148807923313
Mountain Province,wind,30,0.12893733911727048
Mountain Province,wind,50,0.18259012923817872
Mountain Province,wind,100,0.2516219043752537
Mountain Province,wind,200,0.371859939981089
Mountain Province,wind,250,0.42840134621674214
Mountain Province,wind,500,0.5140002160168714
Mountain Province,wind,1000,0.6680803151362894
Negros Occidental,earthquake,10,0.0005979298261117684
Negros Occidental,earthquake,25,0.01037742624591446
Negros Occidental,earthquake,30,0.01493741041421198
Negros Occidental,earthquake,50,0.03887308568108753
Negros Occidental,earthquake,100,0.13631155641688558
Negros Occidental,earthquake,200,0.30335429510157846
Negros Occidental,earthquake,250,0.35165445833182696
Negros Occidental,earthquake,500,0.5091796822214806
Negros Occidental,earthquake,1000,0.688786612848229
Negros Occidental,flood,10,0.0060249004893178
Negros Occidental,flood,25,0.014359938183947514
Negros Occidental,flood,30,0.016294493061998348
Negros Occidental,flood,50,0.024682027502648494
Negros Occidental,flood,100,0.039667440000299876
Negros Occidental,flood,200,0.05915024602181652
Negros Occidental,flood,250,0.07061955541281267
Negros Occidental,flood,500,0.0963495015896366
Negros Occidental,flood,1000,0.1218612374203519
Negros Occidental,surge,10,0.012881481527454292
Negros Occidental,surge,25,0.027475789058382907
Negros Occidental,surge,30,0.032106839529773674
Negros Occidental,surge,50,0.04491466496950539
Negros Occidental,surge,100,0.06893946954426192
Negros Occidental,surge,200,0.16491813681478898
Negros Occidental,surge,250,0.18753284214242422
Negros Occidental,surge,500,0.24136873963642802
Negros Occidental,surge,1000,0.2958024961265916
Negros Occidental,wind,10,0.005378794546839321
Negros Occidental,wind,25,0.024348000149931
Negros Occidental,wind,30,0.0305906931212952
Negros Occidental,wind,50,0.05590012501148769
Negros Occidental,wind,100,0.10363941637743357
Negros Occidental,wind,200,0.17495961166904592
Negros Occidental,wind,250,0.21741836216062146
Negros Occidental,wind,500,0.4295220595946608
Negros Occidental,wind,1000,0.675785611781604
Negros Oriental,earthquake,10,0.00021854118714076411
Negros Oriental,earthquake,25,0.0051344097289391065
Negros Oriental,earthquake,30,0.00826985163876464
Negros Oriental,earthquake,50,0.024542670719774857
Negros Oriental,earthquake,100,0.06834026485232005
Negros Oriental,earthquake,200,0.15035019450214496
Negros Oriental,earthquake,250,0.16613367332471327
Negros Oriental,earthquake,500,0.23725214809626596
Negros Oriental,earthquake,1000,0.4077847838649583
Negros Oriental,flood,10,0.00022993106823655866
Negros Oriental,flood,25,0.001407733388407716
Negros Oriental,flood,30,0.0020396767359877233
Negros Oriental,flood,50,0.004807924807426715
Negros Oriental,flood,100,0.010172673876953446
Negros Oriental,flood,200,0.017839153251162924
Negros Oriental,flood,250,0.020255640873040208
Negros Oriental,flood,500,0.031446201549130824
Negros Oriental,flood,1000,0.045815633851505964
Negros Oriental,surge,10,0.0
Negros Oriental,surge,25,0.0002751253844448757
Negros Oriental,surge,30,0.0003257365269661819
Negros Oriental,surge,50,0.00048175805170288323
Negros Oriental,surge,100,0.000878796913343133
Negros Oriental,surge,200,0.001072961706312009
Negros Oriental,surge,250,0.0011529902638360975
Negros Oriental,surge,500,0.001299937129198093
Negros Oriental,surge,1000,0.0013824243686830174
Negros Oriental,wind,10,0.0007146460752704098
Negros Oriental,wind,25,0.004168239774895083
Negros Oriental,wind,30,0.005505171419933358
Negros Oriental,wind,50,0.010662678052676223
Negros Oriental,wind,100,0.02125697450585609
Negros Oriental,wind,200,0.04213144422565105
Negros Oriental,wind,250,0.04902348395526098
Negros Oriental,wind,500,0.08571382923243673
Negros Oriental,wind,1000,0.12544988358508835
Northern Samar,earthquake,10,0.00475337356711909
Northern Samar,earthquake,25,0.03559336177606557
Northern Samar,earthquake,30,0.04914453689379409
Northern Samar,earthquake,50,0.09559843599001777
Northern Samar,earthquake,100,0.21811045500428158
Northern Samar,earthquake,200,0.33625845281282957
Northern Samar,earthquake,250,0.3786350399749161
Northern Samar,earthquake,500,0.5023750737739852
Northern Samar,earthquake,1000,0.6965997894431722
Northern Samar,flood,10,0.0021072921372224437
Northern Samar,flood,25,0.007237439673880828
Northern Samar,flood,30,0.009195157303425308
Northern Samar,flood,50,0.016294045959395317
Northern Samar,flood,100,0.03043092139131126
Northern Samar,flood,200,0.04716984984835025
Northern Samar,flood,250,0.05351181659036705
Northern Samar,flood,500,0.07413284823511901
Northern Samar,flood,1000,0.10586556504771699
Northern Samar,surge,10,0.07951274835504482
Northern Samar,surge,25,0.1085983319363784
Northern Samar,surge,30,0.11334386586150409
Northern Samar,surge,50,0.12958735654597295
Northern Samar,surge,100,0.14838029964261595
Northern Samar,surge,200,0.16948866578659333
Northern Samar,surge,250,0.17479047264803818
Northern Samar,surge,500,0.19458518374751263
Northern Samar,surge,1000,0.20533280833249723
Northern Samar,wind,10,0.04924288456602809
Northern Samar,wind,25,0.16592684479326372
Northern Samar,wind,30,0.20012646821260366
Northern Samar,wind,50,0.3095653646364117
Northern Samar,wind,100,0.5896778742783105
Northern Samar,wind,200,1.0349542790344712
Northern Samar,wind,250,1.1392120429050618
Northern Samar,wind,500,1.6303805087808034
Northern Samar,wind,1000,2.1760380823001397
Nueva Ecija,earthquake,10,0.0053061608653339224
Nueva Ecija,earthquake,25,0.06763083335156668
Nueva Ecija,earthquake,30,0.09274787220491798
Nueva Ecija,earthquake,50,0.22992950988015673
Nueva Ecija,earthquake,100,0.5893213142228723
Nueva Ecija,earthquake,200,0.929072701234654
Nueva Ecija,earthquake,250,1.0886532620705982
Nueva Ecija,earthquake,500,1.424635016164982
Nueva Ecija,earthquake,1000,1.678653604659963
Nueva Ecija,flood,10,0.012554025810349777
Nueva Ecija,flood,25,0.030474598352735652
Nueva Ecija,flood,30,0.03962366386947593
Nueva Ecija,flood,50,0.06486512700702245
Nueva Ecija,flood,100,0.10980266477537713
Nueva Ecija,flood,200,0.17229460879957986
Nueva Ecija,flood,250,0.20945087147176666
Nueva Ecija,flood,500,0.32473455334965007
Nueva Ecija,flood,1000,0.3888006844279276
Nueva Ecija,wind,10,0.059572305536649384
Nueva Ecija,wind,25,0.19729393410230414
Nueva Ecija,wind,30,0.22784357951348136
Nueva Ecija,wind,50,0.33889413414077224
Nueva Ecija,wind,100,0.5243704818593188
Nueva Ecija,wind,200,0.7541937713596506
Nueva Ecija,wind,250,0.8335639621338193
Nueva Ecija,wind,500,1.1892832201022725
Nueva Ecija,wind,1000,1.574234496407408
Nueva Vizcaya,earthquake,10,0.0007542021407160262
Nueva Vizcaya,earthquake,25,0.01763826131721511
Nueva Vizcaya,earthquake,30,0.026404731879257636
Nueva Vizcaya,earthquake,50,0.07146234950492505
Nueva Vizcaya,earthquake,100,0.2406715464251164
Nueva Vizcaya,earthquake,200,0.3990795367171625
Nueva Vizcaya,earthquake,250,0.42293524533334004
Nueva Vizcaya,earthquake,500,0.625428856941945
Nueva Vizcaya,earthquake,1000,0.8038200851452976
Nueva Vizcaya,flood,10,0.022738239865847252
Nueva Vizcaya,flood,25,0.11153614120029631
Nueva Vizcaya,flood,30,0.13389750734228043
Nueva Vizcaya,flood,50,0.26640108514519234
Nueva Vizcaya,flood,100,0.42076207994396925
Nueva Vizcaya,flood,200,0.5141572810265148
Nueva Vizcaya,flood,250,0.5388582827122256
Nueva Vizcaya,flood,500,0.6063096627915784
Nueva Vizcaya,flood,1000,0.7216741185536396
Nueva Vizcaya,wind,10,0.09320014898355372
Nueva Vizcaya,wind,25,0.25261331075757987
Nueva Vizcaya,wind,30,0.28947330782417324
Nueva Vizcaya,wind,50,0.4214730714505686
Nueva Vizcaya,wind,100,0.6298032689001809
Nueva Vizcaya,wind,200,0.8305586543967787
Nueva Vizcaya,wind,250,0.9061443820644283
Nueva Vizcaya,wind,500,1.2082298898424686
Nueva Vizcaya,wind,1000,1.549058647743049
Occidental Mindoro,earthquake,10,0.003925577618818638
Occidental Mindoro,earthquake,25,0.026040379116477587
Occidental Mindoro,earthquake,30,0.03884590299674247
Occidental Mindoro,earthquake,50,0.09559051013187593
Occidental Mindoro,earthquake,100,0.19175509770770754
Occidental Mindoro,earthquake,200,0.3802276117895613
Occidental Mindoro,earthquake,250,0.5651498120197178
Occidental Mindoro,earthquake,500,1.0879294900946255
Occidental Mindoro,earthquake,1000,1.5580281188517842
Occidental Mindoro,flood,10,0.00351610481158955
Occidental Mindoro,flood,25,0.015196270958318594
Occidental Mindoro,flood,30,0.01969722127140361
Occidental Mindoro,flood,50,0.0404544278356146
Occidental Mindoro,flood,100,0.07634439924129102
Occidental Mindoro,flood,200,0.11915709670714743
Occidental Mindoro,flood,250,0.13038899136263868
Occidental Mindoro,flood,500,0.19065074122168163
Occidental Mindoro,flood,1000,0.250046419860427
Occidental Mindoro,surge,10,0.0
Occidental Mindoro,surge,25,0.008095479593754052
Occidental Mindoro,surge,30,0.01120934028710767
Occidental Mindoro,surge,50,0.04008850854740322
Occidental Mindoro,surge,100,0.04773932856981374
Occidental Mindoro,surge,200,0.05371427727008472
Occidental Mindoro,surge,250,0.05424686484512162
Occidental Mindoro,surge,500,0.06107044901171577
Occidental Mindoro,surge,1000,0.07008013328379824
Occidental Mindoro,wind,10,0.019029158124929772
Occidental Mindoro,wind,25,0.06465370936718368
Occidental Mindoro,wind,30,0.07882728926603404
Occidental Mindoro,wind,50,0.1307979805874173
Occidental Mindoro,wind,100,0.23416053369176157
Occidental Mindoro,wind,200,0.3504047900726487
Occidental Mindoro,wind,250,0.40755082143366445
Occidental Mindoro,wind,500,0.5395658991290665
Occidental Mindoro,wind,1000,0.7988858392303866
Oriental Mindoro,earthquake,10,0.0041128819587554
Oriental Mindoro,earthquake,25,0.03782732746743485
Oriental Mindoro,earthquake,30,0.05582939251496331
Oriental Mindoro,earthquake,50,0.13397323240431733
Oriental Mindoro,earthquake,100,0.35829209051000993
Oriental Mindoro,earthquake,200,0.7946540791338478
Oriental Mindoro,earthquake,250,0.9351168218660454
Oriental Mindoro,earthquake,500,1.3070884908979958
Oriental Mindoro,earthquake,1000,1.52527156180697
Oriental Mindoro,flood,10,0.0023254726899518447
Oriental Mindoro,flood,25,0.00765682585978347
Oriental Mindoro,flood,30,0.01010417167333091
Oriental Mindoro,flood,50,0.019683566473367973
Oriental Mindoro,flood,100,0.0416748409745284
Oriental Mindoro,flood,200,0.06603863571332913
Oriental Mindoro,flood,250,0.07856028135117145
Oriental Mindoro,flood,500,0.10321569807702273
Oriental Mindoro,flood,1000,0.14936185756539588
Oriental Mindoro,surge,10,0.0
Oriental Mindoro,surge,25,0.0033451525664562665
Oriental Mindoro,surge,30,0.00444569349057603
Oriental Mindoro,surge,50,0.006552927348767015
Oriental Mindoro,surge,100,0.008842739570443493
Oriental Mindoro,surge,200,0.010870016911788427
Oriental Mindoro,surge,250,0.01151798061809468
Oriental Mindoro,surge,500,0.012641984936030451
Oriental Mindoro,surge,1000,0.014268246568394068
Oriental Mindoro,wind,10,0.023976710869463076
Oriental Mindoro,wind,25,0.08831870250581146
Oriental Mindoro,wind,30,0.1119519127600192
Oriental Mindoro,wind,50,0.17940915191804563
Oriental Mindoro,wind,100,0.36167573043175744
Oriental Mindoro,wind,200,0.5411404079853478
Oriental Mindoro,wind,250,0.622933102027063
Oriental Mindoro,wind,500,0.9029605484720592
Oriental Mindoro,wind,1000,1.4023270740777856
Palawan,earthquake,10,2.9593309539644797e-06
Palawan,earthquake,25,0.00016052627462197978
Palawan,earthquake,30,0.00025016996871387746
Palawan,earthquake,50,0.0007408093110843788
Palawan,earthquake,100,0.0020389998461277045
Palawan,earthquake,200,0.004593108850669234
Palawan,earthquake,250,0.005781247373387318
Palawan,earthquake,500,0.008771390120157404
Palawan,earthquake,1000,0.014393862349591145
Palawan,flood,10,0.0006298909481903451
Palawan,flood,25,0.0016065604475803388
Palawan,flood,30,0.0018912557042659495
Palawan,flood,50,0.0029876313987361844
Palawan,flood,100,0.005269185507566206
Palawan,flood,200,0.007687044846553469
Palawan,flood,250,0.0081795740066103
Palawan,flood,500,0.011265596197977694
Palawan,flood,1000,0.014328743414747882
Palawan,surge,10,0.000625921249827154
Palawan,surge,25,0.003175724635237206
Palawan,surge,30,0.0036622421085971144
Palawan,surge,50,0.013787072645570414
Palawan,surge,100,0.016962187718553064
Palawan,surge,200,0.019071742760722116
Palawan,surge,250,0.019703486410143647
Palawan,surge,500,0.02165144764753764
Palawan,surge,1000,0.02395313410000294
Palawan,wind,10,0.0012580164549029424
Palawan,wind,25,0.004093251013284974
Palawan,wind,30,0.005041519153101896
Palawan,wind,50,0.0085646147035994
Palawan,wind,100,0.014667866412671133
Palawan,wind,200,0.021720392548713607
Palawan,wind,250,0.024056383553299025
Palawan,wind,500,0.03819516617702064
Palawan,wind,1000,0.059611416439014846
Pampanga,earthquake,10,0.0020435243357332052
Pampanga,earthquake,25,0.04323043680095589
Pampanga,earthquake,30,0.0648373074324441
Pampanga,earthquake,50,0.15257019106501796
Pampanga,earthquake,100,0.46630626519729484
Pampanga,earthquake,200,0.9166794254803055
Pampanga,earthquake,250,1.1507066053100552
Pampanga,earthquake,500,1.5861139668714892
Pampanga,earthquake,1000,2.02643213662411
Pampanga,flood,10,0.019876380315768053
Pampanga,flood,25,0.03133190349429933
Pampanga,flood,30,0.034199913555038625
Pampanga,flood,50,0.041152553751713575
Pampanga,flood,100,0.052239556234199284
Pampanga,flood,200,0.06776617491136251
Pampanga,flood,250,0.07444394265724236
Pampanga,flood,500,0.09376823953204146
Pampanga,flood,1000,0.11396762160324325
Pampanga,surge,10,0.00034795858850359654
Pampanga,surge,25,0.000552634031433031
Pampanga,surge,30,0.0005858901286918521
Pampanga,surge,50,0.0007028146167370155
Pampanga,surge,100,0.0009162431803854905
Pampanga,surge,200,0.0012655022147763425
Pampanga,surge,250,0.0014243480392188744
Pampanga,surge,500,0.002279255221151996
Pampanga,surge,1000,0.0028902780756700657
Pampanga,wind,10,0.04313398192635509
Pampanga,wind,25,0.17298056665543718
Pampanga,wind,30,0.21291827848972325
Pampanga,wind,50,0.3616923196885386
Pampanga,wind,100,0.609272867825316
Pampanga,wind,200,0.9307820658811381
Pampanga,wind,250,1.0453330519745538
Pampanga,wind,500,1.584590947738731
Pampanga,wind,1000,2.217382673040513
Pangasinan,earthquake,10,0.003843709634335933
Pangasinan,earthquake,25,0.05348849324511097
Pangasinan,earthquake,30,0.07948713322155157
Pangasinan,earthquake,50,0.23284418828391196
Pangasinan,earthquake,100,0.9284720172393994
Pangasinan,earthquake,200,1.6705015854937906
Pangasinan,earthquake,250,2.079725292445215
Pangasinan,earthquake,500,3.5132341562889136
Pangasinan,earthquake,1000,4.207386179621182
Pangasinan,flood,10,0.014866001842995042
Pangasinan,flood,25,0.03936121634706606
Pangasinan,flood,30,0.0470766763214058
Pangasinan,flood,50,0.07350250063523822
Pangasinan,flood,100,0.11953719098607568
Pangasinan,flood,200,0.17860570256083616
Pangasinan,flood,250,0.19417592094822095
Pangasinan,flood,500,0.2629764318573696
Pangasinan,flood,1000,0.3197545431043196
Pangasinan,surge,10,0.0
Pangasinan,surge,25,0.007866779470315811
Pangasinan,surge,30,0.008719586544016757
Pangasinan,surge,50,0.011079224418501777
Pangasinan,surge,100,0.01324345667723344
Pangasinan,surge,200,0.015131879039961403
Pangasinan,surge,250,0.015903986462615295
Pangasinan,surge,500,0.018054699910689795
Pangasinan,surge,1000,0.01969202198260401
Pangasinan,wind,10,0.06734050771995272
Pangasinan,wind,25,0.229902382024583
Pangasinan,wind,30,0.2643175862522911
Pangasinan,wind,50,0.40365279787784814
Pangasinan,wind,100,0.6340118236478092
Pangasinan,wind,200,0.8874760873307217
Pangasinan,wind,250,0.958539418912306
Pangasinan,wind,500,1.1959321839052208
Pangasinan,wind,1000,1.5366862391407556
Quezon,earthquake,10,0.004928834834704696
