province,income_cat,n,c,social,axfin,gamma_SP,k,fa,v,shew
Sorsogon,nonpoor,0.6870833000000001,163.1614608137704,0.18362020072582116,0.22188520000000003,1.1301509481013832,602.9733014905102,0.3621098464656274,0.16108526851164726,0.05470687252257961
Sorsogon,poor,0.3129167,81.24648487799061,0.23304004441830048,0.0353108,0.7142225297671005,282.0755980107277,0.3615638541043869,0.2053473491773309,0.030919640728082037
South Cotabato,nonpoor,0.7423774000000001,246.61487653921589,0.17856751193317602,0.22188520000000003,1.2642058510557574,894.1536653764967,0.15197045355541833,0.1376096406979801,0.24632306852417246
South Cotabato,poor,0.2576226,74.9609200480108,0.11090064747596429,0.0353108,0.23865199415128732,294.1753081611987,0.15195057222015715,0.21010033327895214,0.09867853730160575
Southern Leyte,nonpoor,0.6595672,220.1996045642146,0.2713237255809559,0.22188520000000003,1.369711996587026,787.2808762595998,0.2796978852251983,0.1249089584850692,0.09554098891316663
Southern Leyte,poor,0.3404328,75.3610256193164,0.1642090401381924,0.0353108,0.2837061928365474,309.0459153849068,0.27929019216332385,0.16812323612417687,0.013358419567262468
Sultan Kudarat,nonpoor,0.5962202999999999,167.62618316130153,0.2552542805787495,0.22188520000000003,1.4931284935414724,589.376902053297,0.1331234527148545,0.1509179092878889,0.11463809323544741
Sultan Kudarat,poor,0.4037797000000001,66.53105722578468,0.11708966004143057,0.0353108,0.2718474495923278,277.32196411769803,0.13310775809552294,0.21941275734053323,0.0703071211609855
Sulu,nonpoor,0.5982271,151.7095059854359,0.026018455477053948,0.22188520000000003,1.1554965510857456,554.1072766584075,0.0023664978917150303,0.21103900356244756,0.11873952221290864
Sulu,poor,0.4017729,106.98192532860097,0.024538187625607527,0.0353108,0.7684705692792435,391.3370918283752,0.002363622826527821,0.2209105269316276,0.07824018097429697
Surigao del Norte,nonpoor,0.6616565,215.71438342594547,0.19658252339752963,0.22188520000000003,1.283936236145071,782.6154773752244,0.18892912032373718,0.16019905746641344,0.08884903050338798
Surigao del Norte,poor,0.3383435,89.81637897753325,0.16354310140208161,0.0353108,0.4447410509410668,339.2557078854316,0.18882263319426257,0.2152292526364053,0.04312242090784046
Surigao del Sur,nonpoor,0.7170593000000001,228.64958700601724,0.25367653009024826,0.22188520000000003,1.2575176573806937,825.0392695558788,0.10829910038962715,0.15357200938596288,0.13138024765931752
Surigao del Sur,poor,0.2829407,88.1427644253415,0.18177868490073257,0.0353108,0.34737055807439515,348.6860363859367,0.10816828626491856,0.20070360339142723,0.15935586434291105
Tarlac,nonpoor,0.8645803,283.9269578305503,0.2665484257506163,0.22188520000000003,1.1338501594363273,1028.4805273665847,0.4640726781456851,0.11787269629496781,0.16044352779261487
Tarlac,poor,0.1354197,82.28988392990492,0.11796836395247362,0.0353108,0.14544035320926155,358.4665295677254,0.46356316057909586,0.16992831184348087,0.06929855130183701
Tawi-tawi,nonpoor,0.7805812,189.7559147521278,0.06119752866316232,0.22188520000000003,1.2164630551178721,689.0467448560114,0.003480241695405903,0.13954128618236106,0.07140502917854166
Tawi-tawi,poor,0.21941880000000002,112.30657541899441,0.019544654733919767,0.0353108,0.22993384650916524,425.9044152661041,0.0034801296871360744,0.1176081109042003,0.1840126905303814
Zambales,nonpoor,0.8793345,202.1536930289366,0.21377864525443505,0.22188520000000003,1.0811853537672043,736.4072182864422,1.40298319748438,0.12104581372252689,0.08363918994775245
