country,hazard,rp,income_cat,fa,shew
Albania,wind,500.0,poor,0.0,0.0
Albania,wind,1000.0,nonpoor,0.0,0.0
Albania,wind,1000.0,poor,0.0,0.0
Albania,wind,1500.0,nonpoor,0.0,0.0
Albania,wind,1500.0,poor,0.0,0.0
Albania,wind,2000.0,nonpoor,0.0,0.0
Albania,wind,2000.0,poor,0.0,0.0
Angola,earthquake,1.0,nonpoor,1.78297837272e-05,0.0
Angola,earthquake,1.0,poor,1.78297837272e-05,0.0
Angola,earthquake,20.0,nonpoor,9.21328077932e-05,0.0
Angola,earthquake,20.0,poor,9.21328077932e-05,0.0
Angola,earthquake,50.0,nonpoor,0.00029840653278,0.0
Angola,earthquake,50.0,poor,0.00029840653278,0.0
Angola,earthquake,100.0,nonpoor,0.00056844519831,0.0
Angola,earthquake,100.0,poor,0.00056844519831,0.0
Angola,earthquake,250.0,nonpoor,0.00139663629616,0.0
Angola,earthquake,250.0,poor,0.00139663629616,0.0
Angola,earthquake,500.0,nonpoor,0.00278557393808,0.0
Angola,earthquake,500.0,poor,0.00278557393808,0.0
Angola,earthquake,1000.0,nonpoor,0.00535416298005,0.0
Angola,earthquake,1000.0,poor,0.00535416298005,0.0
Angola,earthquake,1500.0,nonpoor,0.00754903256734,0.0
Angola,earthquake,1500.0,poor,0.00754903256734,0.0
Angola,earthquake,2000.0,nonpoor,9.99036323942e-18,0.0
Angola,earthquake,2000.0,poor,9.99036323942e-18,0.0
Angola,flood,1.0,nonpoor,0.00038639731959,0.0
Angola,flood,1.0,poor,0.00199934025916,0.0
Angola,flood,20.0,nonpoor,0.00522178413707,0.0
Angola,flood,20.0,poor,0.0270191399386,0.0
Angola,flood,50.0,nonpoor,0.00920193064593,0.0
Angola,flood,50.0,poor,0.047613659489,0.0
Angola,flood,100.0,nonpoor,0.0102104748663,0.0
Angola,flood,100.0,poor,0.0528321818772,0.0
Angola,flood,250.0,nonpoor,0.0113042118236,0.0
Angola,flood,250.0,poor,0.0584915180599,0.0
Angola,flood,500.0,nonpoor,0.0131099536379,0.0
Angola,flood,500.0,poor,0.0678349894656,0.0
Angola,flood,1000.0,nonpoor,0.015729583974,0.0
Angola,flood,1000.0,poor,0.0813897739573,0.0
Angola,flood,1500.0,nonpoor,0.0172436941354,0.0
Angola,flood,1500.0,poor,0.0892242522234,0.0
Angola,flood,2000.0,nonpoor,-1.74231934896e-16,0.0
Angola,flood,2000.0,poor,-9.01530378725e-16,0.0
Angola,surge,1.0,nonpoor,0.0,0.0
Angola,surge,1.0,poor,0.0,0.0
Angola,surge,20.0,nonpoor,0.0,0.0
Angola,surge,20.0,poor,0.0,0.0
Angola,surge,50.0,nonpoor,0.0,0.0
Angola,surge,50.0,poor,0.0,0.0
Angola,surge,100.0,nonpoor,0.0,0.0
Angola,surge,100.0,poor,0.0,0.0
Angola,surge,250.0,nonpoor,0.0,0.0
Angola,surge,250.0,poor,0.0,0.0
Angola,surge,500.0,nonpoor,0.0,0.0
Angola,surge,500.0,poor,0.0,0.0
Angola,surge,1000.0,nonpoor,0.0,0.0
Angola,surge,1000.0,poor,0.0,0.0
Angola,surge,1500.0,nonpoor,0.0,0.0
Angola,surge,1500.0,poor,0.0,0.0
Angola,surge,2000.0,nonpoor,0.0,0.0
Angola,surge,2000.0,poor,0.0,0.0
Angola,tsunami,1.0,nonpoor,0.0,0.0
Angola,tsunami,1.0,poor,0.0,0.0
Angola,tsunami,20.0,nonpoor,0.0,0.0
Angola,tsunami,20.0,poor,0.0,0.0
Angola,tsunami,50.0,nonpoor,0.0,0.0
Angola,tsunami,50.0,poor,0.0,0.0
Angola,tsunami,100.0,nonpoor,0.0,0.0
Angola,tsunami,100.0,poor,0.0,0.0
Angola,tsunami,250.0,nonpoor,0.0,0.0
Angola,tsunami,250.0,poor,0.0,0.0
Angola,tsunami,500.0,nonpoor,0.0,0.0
Angola,tsunami,500.0,poor,0.0,0.0
Angola,tsunami,1000.0,nonpoor,0.0,0.0
Angola,tsunami,1000.0,poor,0.0,0.0
Angola,tsunami,1500.0,nonpoor,0.0,0.0
Angola,tsunami,1500.0,poor,0.0,0.0
Angola,tsunami,2000.0,nonpoor,0.0,0.0
Angola,tsunami,2000.0,poor,0.0,0.0
Angola,wind,1.0,nonpoor,0.0,0.0
Angola,wind,1.0,poor,0.0,0.0
Angola,wind,20.0,nonpoor,0.0,0.0
Angola,wind,20.0,poor,0.0,0.0
Angola,wind,50.0,nonpoor,0.0,0.0
Angola,wind,50.0,poor,0.0,0.0
Angola,wind,100.0,nonpoor,0.0,0.0
Angola,wind,100.0,poor,0.0,0.0
Angola,wind,250.0,nonpoor,0.0,0.0
Angola,wind,250.0,poor,0.0,0.0
Angola,wind,500.0,nonpoor,0.0,0.0
Angola,wind,500.0,poor,0.0,0.0
Angola,wind,1000.0,nonpoor,0.0,0.0
Angola,wind,1000.0,poor,0.0,0.0
Angola,wind,1500.0,nonpoor,0.0,0.0
Angola,wind,1500.0,poor,0.0,0.0
Angola,wind,2000.0,nonpoor,0.0,0.0
Angola,wind,2000.0,poor,0.0,0.0
Argentina,earthquake,1.0,nonpoor,0.00145933053511,0.0
Argentina,earthquake,1.0,poor,0.00145933053511,0.0
Argentina,earthquake,20.0,nonpoor,0.00616906010407,0.0
Argentina,earthquake,20.0,poor,0.00616906010407,0.0
Argentina,earthquake,50.0,nonpoor,0.0124533790904,0.0
Argentina,earthquake,50.0,poor,0.0124533790904,0.0
Argentina,earthquake,100.0,nonpoor,0.0185674316729,0.0
Argentina,earthquake,100.0,poor,0.0185674316729,0.0
Argentina,earthquake,250.0,nonpoor,0.0277331699253,0.0
Argentina,earthquake,250.0,poor,0.0277331699253,0.0
Argentina,earthquake,500.0,nonpoor,0.0348505554771,0.0
Argentina,earthquake,500.0,poor,0.0348505554771,0.0
Argentina,earthquake,1000.0,nonpoor,0.0420374306969,0.0
Argentina,earthquake,1000.0,poor,0.0420374306969,0.0
Argentina,earthquake,1500.0,nonpoor,0.0462595835136,0.0
Argentina,earthquake,1500.0,poor,0.0462595835136,0.0
Argentina,earthquake,2000.0,nonpoor,0.0,0.0
Argentina,earthquake,2000.0,poor,0.0,0.0
Argentina,flood,1.0,nonpoor,0.000705632520235,0.0
Argentina,flood,1.0,poor,0.00078343177183,0.0
Argentina,flood,20.0,nonpoor,0.00524109246409,0.0
Argentina,flood,20.0,poor,0.00581894716828,0.0
Argentina,flood,50.0,nonpoor,0.00974676935352,0.0
Argentina,flood,50.0,poor,0.0108213957907,0.0
Argentina,flood,100.0,nonpoor,0.0139642226761,0.0
Argentina,flood,100.0,poor,0.0155038428639,0.0
Argentina,flood,250.0,nonpoor,0.020878853432,0.0
Argentina,flood,250.0,poor,0.0231808436671,0.0
Argentina,flood,500.0,nonpoor,0.0275865217957,0.0
Argentina,flood,500.0,poor,0.0306280635165,0.0
Argentina,flood,1000.0,nonpoor,0.0359473928034,0.0
Argentina,flood,1000.0,poor,0.0399107592537,0.0
Argentina,flood,1500.0,nonpoor,0.0387757276877,0.0
Argentina,flood,1500.0,poor,0.0430509311507,0.0
Argentina,flood,2000.0,nonpoor,2.57706947572e-16,0.0
Argentina,flood,2000.0,poor,2.86120331418e-16,0.0
Argentina,surge,1.0,nonpoor,0.0,0.0
Argentina,surge,1.0,poor,0.0,0.0
Argentina,surge,20.0,nonpoor,0.0,0.0
Argentina,surge,20.0,poor,0.0,0.0
Argentina,surge,50.0,nonpoor,0.0,0.0
Argentina,surge,50.0,poor,0.0,0.0
Argentina,surge,100.0,nonpoor,0.0,0.0
Argentina,surge,100.0,poor,0.0,0.0
Argentina,surge,250.0,nonpoor,0.0,0.0
Argentina,surge,250.0,poor,0.0,0.0
Argentina,surge,500.0,nonpoor,0.0,0.0
Argentina,surge,500.0,poor,0.0,0.0
Argentina,surge,1000.0,nonpoor,0.0,0.0
Argentina,surge,1000.0,poor,0.0,0.0
Argentina,surge,1500.0,nonpoor,0.0,0.0
Argentina,surge,1500.0,poor,0.0,0.0
Argentina,surge,2000.0,nonpoor,0.0,0.0
Argentina,surge,2000.0,poor,0.0,0.0
Argentina,tsunami,1.0,nonpoor,0.0,0.0
Argentina,tsunami,1.0,poor,0.0,0.0
Argentina,tsunami,20.0,nonpoor,0.0,0.0
Argentina,tsunami,20.0,poor,0.0,0.0
Argentina,tsunami,50.0,nonpoor,0.0,0.0
Argentina,tsunami,50.0,poor,0.0,0.0
Argentina,tsunami,100.0,nonpoor,0.0,0.0
Argentina,tsunami,100.0,poor,0.0,0.0
Argentina,tsunami,250.0,nonpoor,0.0,0.0
Argentina,tsunami,250.0,poor,0.0,0.0
Argentina,tsunami,500.0,nonpoor,0.0,0.0
Argentina,tsunami,500.0,poor,0.0,0.0
Argentina,tsunami,1000.0,nonpoor,0.0,0.0
Argentina,tsunami,1000.0,poor,0.0,0.0
Argentina,tsunami,1500.0,nonpoor,0.0,0.0
Argentina,tsunami,1500.0,poor,0.0,0.0
Argentina,tsunami,2000.0,nonpoor,0.0,0.0
Argentina,tsunami,2000.0,poor,0.0,0.0
Argentina,wind,1.0,nonpoor,0.0,0.0
Argentina,wind,1.0,poor,0.0,0.0
Argentina,wind,20.0,nonpoor,0.0,0.0
Argentina,wind,20.0,poor,0.0,0.0
Argentina,wind,50.0,nonpoor,0.0,0.0
Argentina,wind,50.0,poor,0.0,0.0
Argentina,wind,100.0,nonpoor,0.0,0.0
Argentina,wind,100.0,poor,0.0,0.0
Argentina,wind,250.0,nonpoor,0.0,0.0
Argentina,wind,250.0,poor,0.0,0.0
Argentina,wind,500.0,nonpoor,0.0,0.0
Argentina,wind,500.0,poor,0.0,0.0
Argentina,wind,1000.0,nonpoor,0.0,0.0
Argentina,wind,1000.0,poor,0.0,0.0
Argentina,wind,1500.0,nonpoor,0.0,0.0
Argentina,wind,1500.0,poor,0.0,0.0
Argentina,wind,2000.0,nonpoor,0.0,0.0
Argentina,wind,2000.0,poor,0.0,0.0
Armenia,earthquake,1.0,nonpoor,0.00556230107903,0.0
Armenia,earthquake,1.0,poor,0.00556230107903,0.0
Armenia,earthquake,20.0,nonpoor,0.0199785766912,0.0
Armenia,earthquake,20.0,poor,0.0199785766912,0.0
Armenia,earthquake,50.0,nonpoor,0.0494697333881,0.0
Armenia,earthquake,50.0,poor,0.0494697333881,0.0
Armenia,earthquake,100.0,nonpoor,0.0925713629147,0.0
Armenia,earthquake,100.0,poor,0.0925713629147,0.0
Armenia,earthquake,250.0,nonpoor,0.195507984149,0.0
Armenia,earthquake,250.0,poor,0.195507984149,0.0
Armenia,earthquake,500.0,nonpoor,0.307419314469,0.0
Armenia,earthquake,500.0,poor,0.307419314469,0.0
Armenia,earthquake,1000.0,nonpoor,0.452405209083,0.0
Armenia,earthquake,1000.0,poor,0.452405209083,0.0
Armenia,earthquake,1500.0,nonpoor,0.532972516329,0.0
Armenia,earthquake,1500.0,poor,0.532972516329,0.0
Armenia,earthquake,2000.0,nonpoor,-3.57233005761e-15,0.0
Armenia,earthquake,2000.0,poor,-3.57233005761e-15,0.0
Armenia,flood,1.0,nonpoor,0.00148230489779,0.0
Armenia,flood,1.0,poor,0.00146125891234,0.0
Armenia,flood,20.0,nonpoor,0.0193595462767,0.0
Armenia,flood,20.0,poor,0.0190846765587,0.0
Armenia,flood,50.0,nonpoor,0.0500049491973,0.0
Armenia,flood,50.0,poor,0.0492949714897,0.0
Armenia,flood,100.0,nonpoor,0.0627656127114,0.0
Armenia,flood,100.0,poor,0.0618744572049,0.0
Armenia,flood,250.0,nonpoor,0.0753578778475,0.0
Armenia,flood,250.0,poor,0.0742879354874,0.0
Armenia,flood,500.0,nonpoor,0.0862857367589,0.0
Armenia,flood,500.0,poor,0.0850606390323,0.0
Armenia,flood,1000.0,nonpoor,0.0866485712372,0.0
Armenia,flood,1000.0,poor,0.0854183219326,0.0
Armenia,flood,1500.0,nonpoor,0.0870114057335,0.0
Armenia,flood,1500.0,poor,0.0857760048508,0.0
Armenia,flood,2000.0,nonpoor,0.0,0.0
Armenia,flood,2000.0,poor,0.0,0.0
Armenia,surge,1.0,nonpoor,0.0,0.0
Armenia,surge,1.0,poor,0.0,0.0
Armenia,surge,20.0,nonpoor,0.0,0.0
Armenia,surge,20.0,poor,0.0,0.0
Armenia,surge,50.0,nonpoor,0.0,0.0
Armenia,surge,50.0,poor,0.0,0.0
Armenia,surge,100.0,nonpoor,0.0,0.0
Armenia,surge,100.0,poor,0.0,0.0
Armenia,surge,250.0,nonpoor,0.0,0.0
Armenia,surge,250.0,poor,0.0,0.0
Armenia,surge,500.0,nonpoor,0.0,0.0
Armenia,surge,500.0,poor,0.0,0.0
Armenia,surge,1000.0,nonpoor,0.0,0.0
Armenia,surge,1000.0,poor,0.0,0.0
Armenia,surge,1500.0,nonpoor,0.0,0.0
Armenia,surge,1500.0,poor,0.0,0.0
Armenia,surge,2000.0,nonpoor,0.0,0.0
Armenia,surge,2000.0,poor,0.0,0.0
Armenia,tsunami,1.0,nonpoor,0.0,0.0
Armenia,tsunami,1.0,poor,0.0,0.0
Armenia,tsunami,20.0,nonpoor,0.0,0.0
Armenia,tsunami,20.0,poor,0.0,0.0
Armenia,tsunami,50.0,nonpoor,0.0,0.0
Armenia,tsunami,50.0,poor,0.0,0.0
Armenia,tsunami,100.0,nonpoor,0.0,0.0
Armenia,tsunami,100.0,poor,0.0,0.0
Armenia,tsunami,250.0,nonpoor,0.0,0.0
Armenia,tsunami,250.0,poor,0.0,0.0
Armenia,tsunami,500.0,nonpoor,0.0,0.0
Armenia,tsunami,500.0,poor,0.0,0.0
Armenia,tsunami,1000.0,nonpoor,0.0,0.0
Armenia,tsunami,1000.0,poor,0.0,0.0
Armenia,tsunami,1500.0,nonpoor,0.0,0.0
Armenia,tsunami,1500.0,poor,0.0,0.0
Armenia,tsunami,2000.0,nonpoor,0.0,0.0
Armenia,tsunami,2000.0,poor,0.0,0.0
Armenia,wind,1.0,nonpoor,0.0,0.0
Armenia,wind,1.0,poor,0.0,0.0
Armenia,wind,20.0,nonpoor,0.0,0.0
Armenia,wind,20.0,poor,0.0,0.0
Armenia,wind,50.0,nonpoor,0.0,0.0
Armenia,wind,50.0,poor,0.0,0.0
Armenia,wind,100.0,nonpoor,0.0,0.0
Armenia,wind,100.0,poor,0.0,0.0
Armenia,wind,250.0,nonpoor,0.0,0.0
Armenia,wind,250.0,poor,0.0,0.0
Armenia,wind,500.0,nonpoor,0.0,0.0
Armenia,wind,500.0,poor,0.0,0.0
Armenia,wind,1000.0,nonpoor,0.0,0.0
Armenia,wind,1000.0,poor,0.0,0.0
Armenia,wind,1500.0,nonpoor,0.0,0.0
Armenia,wind,1500.0,poor,0.0,0.0
Armenia,wind,2000.0,nonpoor,0.0,0.0
Armenia,wind,2000.0,poor,0.0,0.0
Australia,earthquake,1.0,nonpoor,0.0,0.0
Australia,earthquake,1.0,poor,0.0,0.0
Australia,earthquake,20.0,nonpoor,0.0,0.0
Australia,earthquake,20.0,poor,0.0,0.0
Australia,earthquake,50.0,nonpoor,0.0,0.0
Australia,earthquake,50.0,poor,0.0,0.0
Australia,earthquake,100.0,nonpoor,0.0,0.0
Australia,earthquake,100.0,poor,0.0,0.0
Australia,earthquake,250.0,nonpoor,0.0,0.0
Australia,earthquake,250.0,poor,0.0,0.0
Australia,earthquake,500.0,nonpoor,0.0,0.0
Australia,earthquake,500.0,poor,0.0,0.0
Australia,earthquake,1000.0,nonpoor,0.0,0.0
Australia,earthquake,1000.0,poor,0.0,0.0
Australia,earthquake,1500.0,nonpoor,0.0,0.0
Australia,earthquake,1500.0,poor,0.0,0.0
Australia,earthquake,2000.0,nonpoor,0.0301735551717,0.0
Australia,earthquake,2000.0,poor,0.0301735551717,0.0
Australia,flood,1.0,nonpoor,0.000471703851632,0.0
Australia,flood,1.0,poor,0.000523711384703,0.0
Australia,flood,20.0,nonpoor,0.00396670604247,0.0
Australia,flood,20.0,poor,0.00440405374478,0.0
Australia,flood,50.0,nonpoor,0.00777412302369,0.0
Australia,flood,50.0,poor,0.008631256072,0.0
Australia,flood,100.0,nonpoor,0.0120608212878,0.0
Australia,flood,100.0,poor,0.013390582662,0.0
Australia,flood,250.0,nonpoor,0.0199795057175,0.0
Australia,flood,250.0,poor,0.0221823387042,0.0
Australia,flood,500.0,nonpoor,0.0246935587658,0.0
Australia,flood,500.0,poor,0.0274161379215,0.0
Australia,flood,1000.0,nonpoor,0.0284395356542,0.0
Australia,flood,1000.0,poor,0.0315751261013,0.0
Australia,flood,1500.0,nonpoor,0.0316159353713,0.0
Australia,flood,1500.0,poor,0.0351017385901,0.0
Australia,flood,2000.0,nonpoor,3.45207275071e-16,0.0
Australia,flood,2000.0,poor,3.83267975047e-16,0.0
Australia,surge,1.0,nonpoor,0.000225474404237,0.0
Australia,surge,1.0,poor,0.000250334000983,0.0
Australia,surge,20.0,nonpoor,0.000807382943846,0.0
Australia,surge,20.0,poor,0.000896400650628,0.0
Australia,surge,50.0,nonpoor,0.000942464876238,0.0
Australia,surge,50.0,poor,0.00104637599133,0.0
Australia,surge,100.0,nonpoor,0.00110922520843,0.0
Australia,surge,100.0,poor,0.00123152242206,0.0
Australia,surge,250.0,nonpoor,0.00111000718321,0.0
Australia,surge,250.0,poor,0.00123239061318,0.0
Australia,surge,500.0,nonpoor,0.00111130887046,0.0
Australia,surge,500.0,poor,0.00123383581747,0.0
Australia,surge,1000.0,nonpoor,0.00111391224495,0.0
Australia,surge,1000.0,poor,0.00123672622605,0.0
Australia,surge,1500.0,nonpoor,0.00111651561945,0.0
Australia,surge,1500.0,poor,0.00123961663463,0.0
Australia,surge,2000.0,nonpoor,8.63018187679e-17,0.0
Australia,surge,2000.0,poor,9.58169937618e-17,0.0
Australia,tsunami,1.0,nonpoor,0.0,0.0
Australia,tsunami,1.0,poor,0.0,0.0
Australia,tsunami,20.0,nonpoor,0.0,0.0
Australia,tsunami,20.0,poor,0.0,0.0
Australia,tsunami,50.0,nonpoor,0.0,0.0
Australia,tsunami,50.0,poor,0.0,0.0
Australia,tsunami,100.0,nonpoor,0.0,0.0
Australia,tsunami,100.0,poor,0.0,0.0
Australia,tsunami,250.0,nonpoor,0.0,0.0
Australia,tsunami,250.0,poor,0.0,0.0
Australia,tsunami,500.0,nonpoor,0.0,0.0
Australia,tsunami,500.0,poor,0.0,0.0
Australia,tsunami,1000.0,nonpoor,0.0,0.0
Australia,tsunami,1000.0,poor,0.0,0.0
Australia,tsunami,1500.0,nonpoor,0.0,0.0
Australia,tsunami,1500.0,poor,0.0,0.0
Australia,tsunami,2000.0,nonpoor,0.0251470884422,0.0
Australia,tsunami,2000.0,poor,0.0251470884422,0.0
Australia,wind,1.0,nonpoor,2.0388136495e-05,0.0
Australia,wind,1.0,poor,2.0388136495e-05,0.0
Australia,wind,20.0,nonpoor,9.86185886759e-05,0.0
Australia,wind,20.0,poor,9.86185886759e-05,0.0
Australia,wind,50.0,nonpoor,0.000367763258022,0.0
Australia,wind,50.0,poor,0.000367763258022,0.0
Australia,wind,100.0,nonpoor,0.000509303544495,0.0
Australia,wind,100.0,poor,0.000509303544495,0.0
Australia,wind,250.0,nonpoor,0.000614480639417,0.0
Australia,wind,250.0,poor,0.000614480639417,0.0
Australia,wind,500.0,nonpoor,0.000721115999883,0.0
Australia,wind,500.0,poor,0.000721115999883,0.0
Australia,wind,1000.0,nonpoor,0.000749575539736,0.0
Australia,wind,1000.0,poor,0.000749575539736,0.0
Australia,wind,1500.0,nonpoor,0.000778037538722,0.0
Australia,wind,1500.0,poor,0.000778037538722,0.0
Australia,wind,2000.0,nonpoor,0.0,0.0
Australia,wind,2000.0,poor,0.0,0.0
Austria,earthquake,1.0,nonpoor,0.000606340931261,0.0
Austria,earthquake,1.0,poor,0.000606340931261,0.0
Austria,earthquake,20.0,nonpoor,0.00204691356404,0.0
Austria,earthquake,20.0,poor,0.00204691356404,0.0
Austria,earthquake,50.0,nonpoor,0.00576231056416,0.0
Austria,earthquake,50.0,poor,0.00576231056416,0.0
Austria,earthquake,100.0,nonpoor,0.0118409758184,0.0
Austria,earthquake,100.0,poor,0.0118409758184,0.0
Austria,earthquake,250.0,nonpoor,0.0265044006176,0.0
Austria,earthquake,250.0,poor,0.0265044006176,0.0
Austria,earthquake,500.0,nonpoor,0.0445249708819,0.0
Austria,earthquake,500.0,poor,0.0445249708819,0.0
Austria,earthquake,1000.0,nonpoor,0.0718196876451,0.0
Austria,earthquake,1000.0,poor,0.0718196876451,0.0
Austria,earthquake,1500.0,nonpoor,0.0940013047486,0.0
Austria,earthquake,1500.0,poor,0.0940013047486,0.0
Austria,earthquake,2000.0,nonpoor,3.5378791579e-16,0.0
Austria,earthquake,2000.0,poor,3.5378791579e-16,0.0
Austria,flood,1.0,nonpoor,0.000394261472277,0.0
Austria,flood,1.0,poor,0.000437730624557,0.0
Austria,flood,20.0,nonpoor,0.0013745679567,0.0
Austria,flood,20.0,poor,0.00152612043654,0.0
Austria,flood,50.0,nonpoor,0.00798997918551,0.0
Austria,flood,50.0,poor,0.00887091137482,0.0
Austria,flood,100.0,nonpoor,0.0211503549498,0.0
Austria,flood,100.0,poor,0.023482279484,0.0
Austria,flood,250.0,nonpoor,0.0801626962804,0.0
Austria,flood,250.0,poor,0.0890010046033,0.0
Austria,flood,500.0,nonpoor,0.110713181856,0.0
Austria,flood,500.0,poor,0.122919822626,0.0
Austria,flood,1000.0,nonpoor,0.150322841742,0.0
Austria,flood,1000.0,poor,0.166896630861,0.0
Austria,flood,1500.0,nonpoor,0.198861174637,0.0
Austria,flood,1500.0,poor,0.220786539632,0.0
Austria,flood,2000.0,nonpoor,0.0,0.0
Austria,flood,2000.0,poor,0.0,0.0
Austria,surge,1.0,nonpoor,0.0,0.0
Austria,surge,1.0,poor,0.0,0.0
Austria,surge,20.0,nonpoor,0.0,0.0
Austria,surge,20.0,poor,0.0,0.0
Austria,surge,50.0,nonpoor,0.0,0.0
Austria,surge,50.0,poor,0.0,0.0
Austria,surge,100.0,nonpoor,0.0,0.0
Austria,surge,100.0,poor,0.0,0.0
Austria,surge,250.0,nonpoor,0.0,0.0
Austria,surge,250.0,poor,0.0,0.0
Austria,surge,500.0,nonpoor,0.0,0.0
Austria,surge,500.0,poor,0.0,0.0
Austria,surge,1000.0,nonpoor,0.0,0.0
Austria,surge,1000.0,poor,0.0,0.0
Austria,surge,1500.0,nonpoor,0.0,0.0
Austria,surge,1500.0,poor,0.0,0.0
Austria,surge,2000.0,nonpoor,0.0,0.0
Austria,surge,2000.0,poor,0.0,0.0
Austria,tsunami,1.0,nonpoor,0.0,0.0
Austria,tsunami,1.0,poor,0.0,0.0
Austria,tsunami,20.0,nonpoor,0.0,0.0
Austria,tsunami,20.0,poor,0.0,0.0
Austria,tsunami,50.0,nonpoor,0.0,0.0
Austria,tsunami,50.0,poor,0.0,0.0
Austria,tsunami,100.0,nonpoor,0.0,0.0
Austria,tsunami,100.0,poor,0.0,0.0
Austria,tsunami,250.0,nonpoor,0.0,0.0
Austria,tsunami,250.0,poor,0.0,0.0
Austria,tsunami,500.0,nonpoor,0.0,0.0
Austria,tsunami,500.0,poor,0.0,0.0
Austria,tsunami,1000.0,nonpoor,0.0,0.0
Austria,tsunami,1000.0,poor,0.0,0.0
Austria,tsunami,1500.0,nonpoor,0.0,0.0
Austria,tsunami,1500.0,poor,0.0,0.0
